Date,KO,DUK,beta_t_est,spread_t
2010-11-01,30.854999542236328,54.150001525878906,0.5696116160816962,1.0519132601416459e-05
2010-11-02,30.93000030517578,54.810001373291016,0.5522638176742506,-0.05811569891963586
2010-11-03,30.975000381469727,54.869998931884766,0.5509987860905132,-0.009582166593702368
2010-11-04,31.225000381469727,55.59000015258789,0.5413238931175832,-0.030703980527555075
2010-11-05,31.290000915527344,55.470001220703125,0.542972290509557,0.02037667872481208
2010-11-08,31.229999542236328,55.290000915527344,0.5431786971109223,0.011965394888083125
2010-11-09,31.31999969482422,54.150001525878906,0.5023651295827812,0.1409951833450016
2010-11-10,31.274999618530273,53.63999938964844,0.4913638529165136,0.07313659672511719
2010-11-11,31.399999618530273,53.61000061035156,0.4919934802729287,0.04558872330566999
2010-11-12,31.459999084472656,53.369998931884766,0.49139648434262767,0.048097636517898223
2010-11-15,31.479999542236328,53.220001220703125,0.49162470621941795,0.030656913111279493
2010-11-16,31.040000915527344,52.83000183105469,0.4943586646285387,-0.047117431855667746
2010-11-17,31.260000228881836,52.77000045776367,0.49537267251326483,0.04430392776350445
2010-11-18,31.920000076293945,53.06999969482422,0.5127760781166917,0.12007833555763625
2010-11-19,32.15999984741211,52.83000183105469,0.5144134117761237,0.1055506127562893
2010-11-22,32.1349983215332,52.97999954223633,0.5144866832242446,0.0007370755464961576
2010-11-23,31.809999465942383,52.709999084472656,0.5146013037598736,-0.0405494854297892
2010-11-24,32.30500030517578,52.97999954223633,0.5234849593908573,0.0684448220649756
2010-11-26,32.05500030517578,52.560001373291016,0.5231614788070804,0.008376736445711686
2010-11-29,31.69499969482422,52.529998779296875,0.5205331482858135,-0.07395226786841391
2010-11-30,31.584999084472656,52.650001525878906,0.5154123372697017,-0.054052506656521615
2010-12-01,32.349998474121094,53.34000015258789,0.535470794130164,0.07416328353538404
2010-12-02,32.45000076293945,53.279998779296875,0.5396417665348083,0.04460200761623412
2010-12-03,32.25,53.369998931884766,0.5353401882185265,-0.04396805197885101
2010-12-06,31.9950008392334,53.040000915527344,0.5357224170993053,-0.02650771062232593
2010-12-07,32.06999969482422,52.40999984741211,0.5257133369975187,0.0831550375244241
2010-12-08,32.19499969482422,52.08000183105469,0.5205049890097401,0.08398559644704306
2010-12-09,32.415000915527344,52.31999969482422,0.524572266867066,0.03955384467210621
2010-12-10,32.32500076293945,52.59000015258789,0.5183987998347882,-0.04196223003730637
2010-12-13,32.42499923706055,52.619998931884766,0.5192630147435002,0.009330028004804092
2010-12-14,31.950000762939453,52.97999954223633,0.49570017027199825,-0.1407445955939295
2010-12-15,32.369998931884766,52.650001525878906,0.4961048608988342,0.09708197941601071
2010-12-16,32.66999816894531,52.97999954223633,0.5031206308664211,0.05054225997169226
2010-12-17,32.849998474121094,53.220001220703125,0.5065303023617326,0.02363238706867321
2010-12-20,32.654998779296875,53.189998626708984,0.5039329998948173,-0.033852195025836807
2010-12-21,32.744998931884766,53.310001373291016,0.5038396655506013,-0.0009334449090161456
2010-12-22,32.79499816894531,53.279998779296875,0.5047751508270152,0.013883610575618377
2010-12-23,32.790000915527344,53.310001373291016,0.5046732346387943,-0.001352324645210956
2010-12-27,32.53499984741211,53.400001525878906,0.49868526790811457,-0.06501760956437153
2010-12-28,32.68000030517578,53.58000183105469,0.4984380096057029,-0.002093663037094018
2010-12-29,32.724998474121094,53.4900016784668,0.4995075072734312,0.018892007995162885
2010-12-30,32.75,53.400001525878906,0.5003390526996826,0.019160510416597276
2010-12-31,32.8849983215332,53.43000030517578,0.5024439464230784,0.029983270604603263
2011-01-03,32.61000061035156,53.58000183105469,0.4951824424841605,-0.06865660718910505
2011-01-04,31.934999465942383,53.849998474121094,0.4686121864716795,-0.1860114776779369
2011-01-05,31.7450008392334,53.310001373291016,0.4698569445054771,-0.02633616435117858
2011-01-06,31.51499938964844,53.220001220703125,0.4688735053421681,-0.0463014482483608
2011-01-07,31.459999084472656,53.369998931884766,0.4653769103326711,-0.03699032131535063
2011-01-10,31.530000686645508,52.7400016784668,0.45975917778007247,0.0703361107065632
2011-01-11,31.344999313354492,52.91999816894531,0.45634490786317444,-0.04303386011418198
2011-01-12,31.520000457763672,53.130001068115234,0.45729254490977916,0.007814757246244142
2011-01-13,31.700000762939453,53.400001525878906,0.4592830449531475,0.013784648124229193
2011-01-14,31.565000534057617,53.7599983215332,0.44899509250476133,-0.06058491820427747
2011-01-18,31.739999771118164,54.029998779296875,0.4487762344497318,-0.0014361356488841182
2011-01-19,31.709999084472656,54.0,0.44847328788727253,-0.0038205884349657993
2011-01-20,31.46500015258789,54.150001525878906,0.44145293361833116,-0.06681519294351546
2011-01-21,31.385000228881836,54.47999954223633,0.4322337953247268,-0.060975113299186035
2011-01-24,31.625,54.5099983215332,0.4354633164657669,0.034842512185413455
2011-01-25,31.479999542236328,54.38999938964844,0.434886557914005,-0.012195281009368841
2011-01-26,31.479999542236328,54.29999923706055,0.4351384674230841,0.005685857125296678
2011-01-27,31.350000381469727,54.630001068115234,0.4274802417482279,-0.055758804038440246
2011-01-28,31.104999542236328,53.880001068115234,0.42713911933535037,0.004155908829144295
2011-01-31,31.424999237060547,53.63999938964844,0.4256742428927715,0.09097916527559136
2011-02-01,31.524999618530273,54.150001525878906,0.42478317637298185,-0.005470653735081044
2011-02-02,31.43000030517578,53.880001068115234,0.4248736564115581,0.003031147432146497
2011-02-03,31.28499984741211,54.27000045776367,0.41552653693074937,-0.06448828025514786
2011-02-04,31.280000686645508,54.029998779296875,0.4157406869519006,0.0064226043239727915
2011-02-07,31.260000228881836,54.45000076293945,0.4098082558816012,-0.03923047378439293
2011-02-08,31.434999465942383,54.38999938964844,0.41228489337958474,0.03377531249206811
2011-02-09,31.575000762939453,53.4900016784668,0.3986749483211931,0.11365904329478838
2011-02-10,31.770000457763672,53.58000183105469,0.4014428047635075,0.05853114871261056
2011-02-11,31.78499984741211,53.52000045776367,0.4025170713645754,0.020991474247558983
2011-02-14,31.56999969482422,53.06999969482422,0.40259985621632804,-0.002778090562337354
2011-02-15,31.594999313354492,53.66999816894531,0.39458837677792385,-0.04633850375608617
2011-02-16,31.700000762939453,53.099998474121094,0.392953717622074,0.0611948895924499
2011-02-17,32.275001525878906,54.36000061035156,0.40152330796098173,0.027929385502623916
2011-02-18,32.275001525878906,53.81999969482422,0.40222376908706653,0.052201266108255595
2011-02-22,31.8799991607666,53.939998626708984,0.3956186021079469,-0.08319453820720213
2011-02-23,31.954999923706055,53.70000076293945,0.3960916022770312,0.018558280132999982
2011-02-24,31.940000534057617,53.459999084472656,0.3963798816546059,0.021193846385251902
2011-02-25,32.154998779296875,53.61000061035156,0.3995997840949171,0.03788295400009645
2011-02-28,31.959999084472656,53.970001220703125,0.39068556568378204,-0.06353593768660915
2011-03-01,32.45500183105469,53.63999938964844,0.3933101850082801,0.12005366587440136
2011-03-02,32.21500015258789,53.880001068115234,0.3885960881382364,-0.045577379219274405
2011-03-03,32.78499984741211,54.2400016784668,0.40012928876718373,0.08060970020775926
2011-03-04,32.60499954223633,53.939998626708984,0.40025768080837365,0.004394136289832318
2011-03-07,32.61000061035156,54.41999816894531,0.3945993158479163,-0.03808492689305609
